Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths)
Afghanistan,AFG,"Mar 24, 2020",1
Afghanistan,AFG,"Mar 25, 2020",1
Afghanistan,AFG,"Mar 26, 2020",1
Afghanistan,AFG,"Mar 27, 2020",1
Afghanistan,AFG,"Mar 28, 2020",2
Afghanistan,AFG,"Mar 29, 2020",3
Afghanistan,AFG,"Mar 30, 2020",4
Afghanistan,AFG,"Mar 31, 2020",4
Afghanistan,AFG,"Apr 1, 2020",4
Afghanistan,AFG,"Apr 2, 2020",4
Afghanistan,AFG,"Apr 3, 2020",4
Afghanistan,AFG,"Apr 4, 2020",4
Afghanistan,AFG,"Apr 5, 2020",5
Afghanistan,AFG,"Apr 6, 2020",7
Afghanistan,AFG,"Apr 7, 2020",7
Afghanistan,AFG,"Apr 8, 2020",11
Afghanistan,AFG,"Apr 9, 2020",14
Afghanistan,AFG,"Apr 10, 2020",15
Afghanistan,AFG,"Apr 11, 2020",15
Afghanistan,AFG,"Apr 12, 2020",18
Afghanistan,AFG,"Apr 13, 2020",18
Afghanistan,AFG,"Apr 14, 2020",21
Afghanistan,AFG,"Apr 15, 2020",23
Afghanistan,AFG,"Apr 16, 2020",25
Afghanistan,AFG,"Apr 17, 2020",29
Afghanistan,AFG,"Apr 18, 2020",30
Afghanistan,AFG,"Apr 19, 2020",30
Afghanistan,AFG,"Apr 20, 2020",33
Afghanistan,AFG,"Apr 21, 2020",35
Afghanistan,AFG,"Apr 22, 2020",36
Afghanistan,AFG,"Apr 23, 2020",40
Afghanistan,AFG,"Apr 24, 2020",42
Afghanistan,AFG,"Apr 25, 2020",43
Afghanistan,AFG,"Apr 26, 2020",47
Afghanistan,AFG,"Apr 27, 2020",57
Afghanistan,AFG,"Apr 28, 2020",57
Africa,,"Mar 9, 2020",1
Africa,,"Mar 10, 2020",1
Africa,,"Mar 11, 2020",1
Africa,,"Mar 12, 2020",2
Africa,,"Mar 13, 2020",4
Africa,,"Mar 14, 2020",5
Africa,,"Mar 15, 2020",6
Africa,,"Mar 16, 2020",8
Africa,,"Mar 17, 2020",8
Africa,,"Mar 18, 2020",12
Africa,,"Mar 19, 2020",16
Africa,,"Mar 20, 2020",17
Africa,,"Mar 21, 2020",24
Africa,,"Mar 22, 2020",35
Africa,,"Mar 23, 2020",44
Africa,,"Mar 24, 2020",52
Africa,,"Mar 25, 2020",64
Africa,,"Mar 26, 2020",72
Africa,,"Mar 27, 2020",84
Africa,,"Mar 28, 2020",103
Africa,,"Mar 29, 2020",124
Africa,,"Mar 30, 2020",143
Africa,,"Mar 31, 2020",166
Africa,,"Apr 1, 2020",189
Africa,,"Apr 2, 2020",224
Africa,,"Apr 3, 2020",256
Africa,,"Apr 4, 2020",305
Africa,,"Apr 5, 2020",379
Africa,,"Apr 6, 2020",434
Africa,,"Apr 7, 2020",477
Africa,,"Apr 8, 2020",522
Africa,,"Apr 9, 2020",573
Africa,,"Apr 10, 2020",630
Africa,,"Apr 11, 2020",691
Africa,,"Apr 12, 2020",743
Africa,,"Apr 13, 2020",789
Africa,,"Apr 14, 2020",835
Africa,,"Apr 15, 2020",876
Africa,,"Apr 16, 2020",911
Africa,,"Apr 17, 2020",965
Africa,,"Apr 18, 2020",1016
Africa,,"Apr 19, 2020",1057
Africa,,"Apr 20, 2020",1120
Africa,,"Apr 21, 2020",1155
Africa,,"Apr 22, 2020",1189
Africa,,"Apr 23, 2020",1232
Africa,,"Apr 24, 2020",1286
Africa,,"Apr 25, 2020",1334
Africa,,"Apr 26, 2020",1378
Africa,,"Apr 27, 2020",1415
Africa,,"Apr 28, 2020",1470
Albania,ALB,"Mar 12, 2020",1
Albania,ALB,"Mar 13, 2020",1
Albania,ALB,"Mar 14, 2020",1
Albania,ALB,"Mar 15, 2020",1
Albania,ALB,"Mar 16, 2020",1
Albania,ALB,"Mar 17, 2020",1
Albania,ALB,"Mar 18, 2020",1
Albania,ALB,"Mar 19, 2020",2
Albania,ALB,"Mar 20, 2020",2
Albania,ALB,"Mar 21, 2020",2
Albania,ALB,"Mar 22, 2020",2
Albania,ALB,"Mar 23, 2020",2
Albania,ALB,"Mar 24, 2020",4
Albania,ALB,"Mar 25, 2020",5
Albania,ALB,"Mar 26, 2020",5
Albania,ALB,"Mar 27, 2020",6
Albania,ALB,"Mar 28, 2020",9
Albania,ALB,"Mar 29, 2020",10
Albania,ALB,"Mar 30, 2020",10
Albania,ALB,"Mar 31, 2020",12
Albania,ALB,"Apr 1, 2020",15
Albania,ALB,"Apr 2, 2020",15
Albania,ALB,"Apr 3, 2020",16
Albania,ALB,"Apr 4, 2020",17
Albania,ALB,"Apr 5, 2020",19
Albania,ALB,"Apr 6, 2020",21
Albania,ALB,"Apr 7, 2020",22
Albania,ALB,"Apr 8, 2020",22
Albania,ALB,"Apr 9, 2020",22
Albania,ALB,"Apr 10, 2020",23
Albania,ALB,"Apr 11, 2020",23
Albania,ALB,"Apr 12, 2020",23
Albania,ALB,"Apr 13, 2020",23
Albania,ALB,"Apr 14, 2020",23
Albania,ALB,"Apr 15, 2020",24
Albania,ALB,"Apr 16, 2020",25
Albania,ALB,"Apr 17, 2020",26
Albania,ALB,"Apr 18, 2020",26
Albania,ALB,"Apr 19, 2020",26
Albania,ALB,"Apr 20, 2020",26
Albania,ALB,"Apr 21, 2020",26
Albania,ALB,"Apr 22, 2020",26
Albania,ALB,"Apr 23, 2020",27
Albania,ALB,"Apr 24, 2020",27
Albania,ALB,"Apr 25, 2020",27
Albania,ALB,"Apr 26, 2020",27
Albania,ALB,"Apr 27, 2020",28
Albania,ALB,"Apr 28, 2020",28
Algeria,DZA,"Mar 13, 2020",1
Algeria,DZA,"Mar 14, 2020",2
Algeria,DZA,"Mar 15, 2020",2
Algeria,DZA,"Mar 16, 2020",4
Algeria,DZA,"Mar 17, 2020",4
Algeria,DZA,"Mar 18, 2020",5
Algeria,DZA,"Mar 19, 2020",6
Algeria,DZA,"Mar 20, 2020",7
Algeria,DZA,"Mar 21, 2020",10
Algeria,DZA,"Mar 22, 2020",15
Algeria,DZA,"Mar 23, 2020",17
Algeria,DZA,"Mar 24, 2020",17
Algeria,DZA,"Mar 25, 2020",19
Algeria,DZA,"Mar 26, 2020",21
Algeria,DZA,"Mar 27, 2020",25
Algeria,DZA,"Mar 28, 2020",26
Algeria,DZA,"Mar 29, 2020",29
Algeria,DZA,"Mar 30, 2020",31
Algeria,DZA,"Mar 31, 2020",35
Algeria,DZA,"Apr 1, 2020",44
Algeria,DZA,"Apr 2, 2020",58
Algeria,DZA,"Apr 3, 2020",63
Algeria,DZA,"Apr 4, 2020",105
Algeria,DZA,"Apr 5, 2020",130
Algeria,DZA,"Apr 6, 2020",152
Algeria,DZA,"Apr 7, 2020",173
Algeria,DZA,"Apr 8, 2020",193
Algeria,DZA,"Apr 9, 2020",205
Algeria,DZA,"Apr 10, 2020",235
Algeria,DZA,"Apr 11, 2020",256
Algeria,DZA,"Apr 12, 2020",275
Algeria,DZA,"Apr 13, 2020",293
Algeria,DZA,"Apr 14, 2020",313
Algeria,DZA,"Apr 15, 2020",325
Algeria,DZA,"Apr 16, 2020",336
Algeria,DZA,"Apr 17, 2020",348
Algeria,DZA,"Apr 18, 2020",364
Algeria,DZA,"Apr 19, 2020",367
Algeria,DZA,"Apr 20, 2020",375
Algeria,DZA,"Apr 21, 2020",384
Algeria,DZA,"Apr 22, 2020",392
Algeria,DZA,"Apr 23, 2020",402
Algeria,DZA,"Apr 24, 2020",407
Algeria,DZA,"Apr 25, 2020",415
Algeria,DZA,"Apr 26, 2020",419
Algeria,DZA,"Apr 27, 2020",425
Algeria,DZA,"Apr 28, 2020",432
Andorra,AND,"Mar 27, 2020",3
Andorra,AND,"Mar 28, 2020",3
Andorra,AND,"Mar 29, 2020",4
Andorra,AND,"Mar 30, 2020",6
Andorra,AND,"Mar 31, 2020",8
Andorra,AND,"Apr 1, 2020",12
Andorra,AND,"Apr 2, 2020",14
Andorra,AND,"Apr 3, 2020",15
Andorra,AND,"Apr 4, 2020",16
Andorra,AND,"Apr 5, 2020",17
Andorra,AND,"Apr 6, 2020",18
Andorra,AND,"Apr 7, 2020",21
Andorra,AND,"Apr 8, 2020",22
Andorra,AND,"Apr 9, 2020",23
Andorra,AND,"Apr 10, 2020",25
Andorra,AND,"Apr 11, 2020",26
Andorra,AND,"Apr 12, 2020",28
Andorra,AND,"Apr 13, 2020",29
Andorra,AND,"Apr 14, 2020",29
Andorra,AND,"Apr 15, 2020",31
Andorra,AND,"Apr 16, 2020",33
Andorra,AND,"Apr 17, 2020",33
Andorra,AND,"Apr 18, 2020",35
Andorra,AND,"Apr 19, 2020",35
Andorra,AND,"Apr 20, 2020",36
Andorra,AND,"Apr 21, 2020",36
Andorra,AND,"Apr 22, 2020",37
Andorra,AND,"Apr 23, 2020",37
Andorra,AND,"Apr 24, 2020",37
Andorra,AND,"Apr 25, 2020",40
Andorra,AND,"Apr 26, 2020",40
Andorra,AND,"Apr 27, 2020",40
Andorra,AND,"Apr 28, 2020",40
Angola,AGO,"Mar 30, 2020",2
Angola,AGO,"Mar 31, 2020",2
Angola,AGO,"Apr 1, 2020",2
Angola,AGO,"Apr 2, 2020",2
Angola,AGO,"Apr 3, 2020",2
Angola,AGO,"Apr 4, 2020",2
Angola,AGO,"Apr 5, 2020",2
Angola,AGO,"Apr 6, 2020",2
Angola,AGO,"Apr 7, 2020",2
Angola,AGO,"Apr 8, 2020",2
Angola,AGO,"Apr 9, 2020",2
Angola,AGO,"Apr 10, 2020",2
Angola,AGO,"Apr 11, 2020",2
Angola,AGO,"Apr 12, 2020",2
Angola,AGO,"Apr 13, 2020",2
Angola,AGO,"Apr 14, 2020",2
Angola,AGO,"Apr 15, 2020",2
Angola,AGO,"Apr 16, 2020",2
Angola,AGO,"Apr 17, 2020",2
Angola,AGO,"Apr 18, 2020",2
Angola,AGO,"Apr 19, 2020",2
Angola,AGO,"Apr 20, 2020",2
Angola,AGO,"Apr 21, 2020",2
Angola,AGO,"Apr 22, 2020",2
Angola,AGO,"Apr 23, 2020",2
Angola,AGO,"Apr 24, 2020",2
Angola,AGO,"Apr 25, 2020",2
Angola,AGO,"Apr 26, 2020",2
Angola,AGO,"Apr 27, 2020",2
Angola,AGO,"Apr 28, 2020",2
Antigua and Barbuda,ATG,"Apr 10, 2020",2
Antigua and Barbuda,ATG,"Apr 11, 2020",2
Antigua and Barbuda,ATG,"Apr 12, 2020",2
Antigua and Barbuda,ATG,"Apr 13, 2020",2
Antigua and Barbuda,ATG,"Apr 14, 2020",2
Antigua and Barbuda,ATG,"Apr 15, 2020",2
Antigua and Barbuda,ATG,"Apr 16, 2020",2
Antigua and Barbuda,ATG,"Apr 17, 2020",2
Antigua and Barbuda,ATG,"Apr 18, 2020",2
Antigua and Barbuda,ATG,"Apr 19, 2020",2
Antigua and Barbuda,ATG,"Apr 20, 2020",2
Antigua and Barbuda,ATG,"Apr 21, 2020",3
Antigua and Barbuda,ATG,"Apr 22, 2020",3
Antigua and Barbuda,ATG,"Apr 23, 2020",3
Antigua and Barbuda,ATG,"Apr 24, 2020",3
Antigua and Barbuda,ATG,"Apr 25, 2020",3
Antigua and Barbuda,ATG,"Apr 26, 2020",3
Antigua and Barbuda,ATG,"Apr 27, 2020",3
Antigua and Barbuda,ATG,"Apr 28, 2020",3
Argentina,ARG,"Mar 8, 2020",1
Argentina,ARG,"Mar 9, 2020",1
Argentina,ARG,"Mar 11, 2020",1
Argentina,ARG,"Mar 13, 2020",1
Argentina,ARG,"Mar 14, 2020",2
Argentina,ARG,"Mar 15, 2020",2
Argentina,ARG,"Mar 16, 2020",2
Argentina,ARG,"Mar 17, 2020",2
Argentina,ARG,"Mar 18, 2020",2
Argentina,ARG,"Mar 19, 2020",2
Argentina,ARG,"Mar 20, 2020",3
Argentina,ARG,"Mar 21, 2020",3
Argentina,ARG,"Mar 22, 2020",4
Argentina,ARG,"Mar 23, 2020",4
Argentina,ARG,"Mar 24, 2020",4
Argentina,ARG,"Mar 25, 2020",6
Argentina,ARG,"Mar 26, 2020",8
Argentina,ARG,"Mar 27, 2020",12
Argentina,ARG,"Mar 28, 2020",17
Argentina,ARG,"Mar 29, 2020",19
Argentina,ARG,"Mar 30, 2020",20
Argentina,ARG,"Mar 31, 2020",24
Argentina,ARG,"Apr 1, 2020",24
Argentina,ARG,"Apr 2, 2020",31
Argentina,ARG,"Apr 3, 2020",34
Argentina,ARG,"Apr 4, 2020",37
Argentina,ARG,"Apr 5, 2020",43
Argentina,ARG,"Apr 6, 2020",46
Argentina,ARG,"Apr 7, 2020",53
Argentina,ARG,"Apr 8, 2020",60
Argentina,ARG,"Apr 9, 2020",65
Argentina,ARG,"Apr 10, 2020",79
Argentina,ARG,"Apr 11, 2020",82
Argentina,ARG,"Apr 12, 2020",89
Argentina,ARG,"Apr 13, 2020",95
Argentina,ARG,"Apr 14, 2020",98
Argentina,ARG,"Apr 15, 2020",105
Argentina,ARG,"Apr 16, 2020",109
Argentina,ARG,"Apr 17, 2020",115
Argentina,ARG,"Apr 18, 2020",122
Argentina,ARG,"Apr 19, 2020",132
Argentina,ARG,"Apr 20, 2020",134
Argentina,ARG,"Apr 21, 2020",142
Argentina,ARG,"Apr 22, 2020",151
Argentina,ARG,"Apr 23, 2020",159
Argentina,ARG,"Apr 24, 2020",165
Argentina,ARG,"Apr 25, 2020",167
Argentina,ARG,"Apr 26, 2020",185
Argentina,ARG,"Apr 27, 2020",186
Argentina,ARG,"Apr 28, 2020",197
Armenia,ARM,"Mar 27, 2020",1
Armenia,ARM,"Mar 28, 2020",1
Armenia,ARM,"Mar 29, 2020",3
Armenia,ARM,"Mar 30, 2020",3
Armenia,ARM,"Mar 31, 2020",3
Armenia,ARM,"Apr 1, 2020",3
Armenia,ARM,"Apr 2, 2020",3
Armenia,ARM,"Apr 3, 2020",4
Armenia,ARM,"Apr 4, 2020",7
Armenia,ARM,"Apr 5, 2020",7
Armenia,ARM,"Apr 6, 2020",7
Armenia,ARM,"Apr 7, 2020",8
Armenia,ARM,"Apr 8, 2020",8
Armenia,ARM,"Apr 9, 2020",9
Armenia,ARM,"Apr 10, 2020",10
Armenia,ARM,"Apr 11, 2020",11
Armenia,ARM,"Apr 12, 2020",13
Armenia,ARM,"Apr 13, 2020",13
Armenia,ARM,"Apr 14, 2020",14
Armenia,ARM,"Apr 15, 2020",17
Armenia,ARM,"Apr 16, 2020",18
Armenia,ARM,"Apr 17, 2020",19
Armenia,ARM,"Apr 18, 2020",20
Armenia,ARM,"Apr 19, 2020",20
Armenia,ARM,"Apr 20, 2020",22
Armenia,ARM,"Apr 21, 2020",24
Armenia,ARM,"Apr 22, 2020",24
Armenia,ARM,"Apr 23, 2020",24
Armenia,ARM,"Apr 24, 2020",27
Armenia,ARM,"Apr 25, 2020",28
Armenia,ARM,"Apr 26, 2020",28
Armenia,ARM,"Apr 27, 2020",29
Armenia,ARM,"Apr 28, 2020",30
Aruba,ABW,"Apr 16, 2020",1
Aruba,ABW,"Apr 17, 2020",1
Aruba,ABW,"Apr 18, 2020",2
Aruba,ABW,"Apr 19, 2020",2
Aruba,ABW,"Apr 20, 2020",2
Aruba,ABW,"Apr 21, 2020",2
Aruba,ABW,"Apr 22, 2020",2
Aruba,ABW,"Apr 23, 2020",2
Aruba,ABW,"Apr 24, 2020",2
Aruba,ABW,"Apr 25, 2020",2
Aruba,ABW,"Apr 26, 2020",2
Aruba,ABW,"Apr 27, 2020",2
Aruba,ABW,"Apr 28, 2020",2
Asia,,"Jan 11, 2020",1
Asia,,"Jan 12, 2020",1
Asia,,"Jan 13, 2020",1
Asia,,"Jan 14, 2020",1
Asia,,"Jan 15, 2020",2
Asia,,"Jan 16, 2020",2
Asia,,"Jan 17, 2020",2
Asia,,"Jan 18, 2020",2
Asia,,"Jan 19, 2020",3
Asia,,"Jan 20, 2020",3
Asia,,"Jan 21, 2020",6
Asia,,"Jan 22, 2020",17
Asia,,"Jan 23, 2020",17
Asia,,"Jan 24, 2020",26
Asia,,"Jan 25, 2020",41
Asia,,"Jan 26, 2020",56
Asia,,"Jan 27, 2020",81
Asia,,"Jan 28, 2020",106
Asia,,"Jan 29, 2020",132
Asia,,"Jan 30, 2020",170
Asia,,"Jan 31, 2020",213
Asia,,"Feb 1, 2020",259
Asia,,"Feb 2, 2020",305
Asia,,"Feb 3, 2020",362
Asia,,"Feb 4, 2020",427
Asia,,"Feb 5, 2020",493
Asia,,"Feb 6, 2020",565
Asia,,"Feb 7, 2020",638
Asia,,"Feb 8, 2020",724
Asia,,"Feb 9, 2020",813
Asia,,"Feb 10, 2020",910
Asia,,"Feb 11, 2020",1018
Asia,,"Feb 12, 2020",1115
Asia,,"Feb 13, 2020",1370
Asia,,"Feb 14, 2020",1383
Asia,,"Feb 15, 2020",1526
Asia,,"Feb 16, 2020",1668
Asia,,"Feb 17, 2020",1774
Asia,,"Feb 18, 2020",1872
Asia,,"Feb 19, 2020",2011
Asia,,"Feb 20, 2020",2125
Asia,,"Feb 21, 2020",2244
Asia,,"Feb 22, 2020",2356
Asia,,"Feb 23, 2020",2458
Asia,,"Feb 24, 2020",2613
Asia,,"Feb 25, 2020",2688
Asia,,"Feb 26, 2020",2746
Asia,,"Feb 27, 2020",2782
Asia,,"Feb 28, 2020",2834
Asia,,"Feb 29, 2020",2892
Asia,,"Mar 1, 2020",2940
Asia,,"Mar 2, 2020",2999
Asia,,"Mar 3, 2020",3049
Asia,,"Mar 4, 2020",3101
Asia,,"Mar 5, 2020",3150
Asia,,"Mar 6, 2020",3204
Asia,,"Mar 7, 2020",3251
Asia,,"Mar 8, 2020",3305
Asia,,"Mar 9, 2020",3383
Asia,,"Mar 10, 2020",3448
Asia,,"Mar 11, 2020",3534
Asia,,"Mar 12, 2020",3622
Asia,,"Mar 13, 2020",3710
Asia,,"Mar 14, 2020",3826
Asia,,"Mar 15, 2020",3937
Asia,,"Mar 16, 2020",4072
Asia,,"Mar 17, 2020",4222
Asia,,"Mar 18, 2020",4384
Asia,,"Mar 19, 2020",4551
Asia,,"Mar 20, 2020",4738
Asia,,"Mar 21, 2020",4915
Asia,,"Mar 22, 2020",5089
Asia,,"Mar 23, 2020",5276
Asia,,"Mar 24, 2020",5448
Asia,,"Mar 25, 2020",5607
Asia,,"Mar 26, 2020",5800
Asia,,"Mar 27, 2020",6041
Asia,,"Mar 28, 2020",6244
Asia,,"Mar 29, 2020",6470
Asia,,"Mar 30, 2020",6670
Asia,,"Mar 31, 2020",6889
Asia,,"Apr 1, 2020",7124
Asia,,"Apr 2, 2020",7402
Asia,,"Apr 3, 2020",7697
Asia,,"Apr 4, 2020",7847
Asia,,"Apr 5, 2020",8291
Asia,,"Apr 6, 2020",8619
Asia,,"Apr 7, 2020",8898
Asia,,"Apr 8, 2020",9214
Asia,,"Apr 9, 2020",9502
Asia,,"Apr 10, 2020",9853
Asia,,"Apr 11, 2020",10182
Asia,,"Apr 12, 2020",10568
Asia,,"Apr 13, 2020",10956
Asia,,"Apr 14, 2020",11298
Asia,,"Apr 15, 2020",11687
Asia,,"Apr 16, 2020",12027
Asia,,"Apr 17, 2020",13658
Asia,,"Apr 18, 2020",14022
Asia,,"Apr 19, 2020",14331
Asia,,"Apr 20, 2020",14708
Asia,,"Apr 21, 2020",15059
Asia,,"Apr 22, 2020",15404
Asia,,"Apr 23, 2020",15830
Asia,,"Apr 24, 2020",16191
Asia,,"Apr 25, 2020",16572
Asia,,"Apr 26, 2020",16919
Asia,,"Apr 27, 2020",17207
Asia,,"Apr 28, 2020",17570
Asia excl. China,,"Feb 2, 2020",1
Asia excl. China,,"Feb 3, 2020",1
Asia excl. China,,"Feb 4, 2020",1
Asia excl. China,,"Feb 5, 2020",1
Asia excl. China,,"Feb 6, 2020",1
Asia excl. China,,"Feb 7, 2020",1
Asia excl. China,,"Feb 8, 2020",1
Asia excl. China,,"Feb 9, 2020",1
Asia excl. China,,"Feb 10, 2020",1
Asia excl. China,,"Feb 11, 2020",1
Asia excl. China,,"Feb 12, 2020",1
Asia excl. China,,"Feb 13, 2020",2
Asia excl. China,,"Feb 14, 2020",2
Asia excl. China,,"Feb 15, 2020",2
Asia excl. China,,"Feb 16, 2020",2
Asia excl. China,,"Feb 17, 2020",3
Asia excl. China,,"Feb 18, 2020",3
Asia excl. China,,"Feb 19, 2020",3
Asia excl. China,,"Feb 20, 2020",5
Asia excl. China,,"Feb 21, 2020",6
Asia excl. China,,"Feb 22, 2020",9
Asia excl. China,,"Feb 23, 2020",13
Asia excl. China,,"Feb 24, 2020",18
Asia excl. China,,"Feb 25, 2020",23
Asia excl. China,,"Feb 26, 2020",29
Asia excl. China,,"Feb 27, 2020",36
Asia excl. China,,"Feb 28, 2020",44
Asia excl. China,,"Feb 29, 2020",55
Asia excl. China,,"Mar 1, 2020",68
Asia excl. China,,"Mar 2, 2020",85
Asia excl. China,,"Mar 3, 2020",103
Asia excl. China,,"Mar 4, 2020",118
Asia excl. China,,"Mar 5, 2020",136
Asia excl. China,,"Mar 6, 2020",160
Asia excl. China,,"Mar 7, 2020",179
Asia excl. China,,"Mar 8, 2020",206
Asia excl. China,,"Mar 9, 2020",261
Asia excl. China,,"Mar 10, 2020",309
Asia excl. China,,"Mar 11, 2020",373
Asia excl. China,,"Mar 12, 2020",450
Asia excl. China,,"Mar 13, 2020",531
Asia excl. China,,"Mar 14, 2020",632
Asia excl. China,,"Mar 15, 2020",734
Asia excl. China,,"Mar 16, 2020",856
Asia excl. China,,"Mar 17, 2020",997
Asia excl. China,,"Mar 18, 2020",1143
Asia excl. China,,"Mar 19, 2020",1302
Asia excl. China,,"Mar 20, 2020",1485
Asia excl. China,,"Mar 21, 2020",1656
Asia excl. China,,"Mar 22, 2020",1824
Asia excl. China,,"Mar 23, 2020",2002
Asia excl. China,,"Mar 24, 2020",2167
Asia excl. China,,"Mar 25, 2020",2322
Asia excl. China,,"Mar 26, 2020",2509
Asia excl. China,,"Mar 27, 2020",2745
Asia excl. China,,"Mar 28, 2020",2945
Asia excl. China,,"Mar 29, 2020",3166
Asia excl. China,,"Mar 30, 2020",3364
Asia excl. China,,"Mar 31, 2020",3580
Asia excl. China,,"Apr 1, 2020",3814
Asia excl. China,,"Apr 2, 2020",4086
Asia excl. China,,"Apr 3, 2020",4371
Asia excl. China,,"Apr 4, 2020",4517
Asia excl. China,,"Apr 5, 2020",4958
Asia excl. China,,"Apr 6, 2020",5284
Asia excl. China,,"Apr 7, 2020",5563
Asia excl. China,,"Apr 8, 2020",5877
Asia excl. China,,"Apr 9, 2020",6163
Asia excl. China,,"Apr 10, 2020",6513
Asia excl. China,,"Apr 11, 2020",6839
Asia excl. China,,"Apr 12, 2020",7225
Asia excl. China,,"Apr 13, 2020",7611
Asia excl. China,,"Apr 14, 2020",7953
Asia excl. China,,"Apr 15, 2020",8341
Asia excl. China,,"Apr 16, 2020",8681
Asia excl. China,,"Apr 17, 2020",9022
Asia excl. China,,"Apr 18, 2020",9386
Asia excl. China,,"Apr 19, 2020",9695
Asia excl. China,,"Apr 20, 2020",10072
Asia excl. China,,"Apr 21, 2020",10423
Asia excl. China,,"Apr 22, 2020",10768
Asia excl. China,,"Apr 23, 2020",11194
Asia excl. China,,"Apr 24, 2020",11555
Asia excl. China,,"Apr 25, 2020",11936
Asia excl. China,,"Apr 26, 2020",12283
Asia excl. China,,"Apr 27, 2020",12570
Asia excl. China,,"Apr 28, 2020",12933
Australia,AUS,"Mar 1, 2020",1
Australia,AUS,"Mar 2, 2020",1
Australia,AUS,"Mar 3, 2020",1
Australia,AUS,"Mar 4, 2020",1
Australia,AUS,"Mar 5, 2020",2
Australia,AUS,"Mar 6, 2020",2
Australia,AUS,"Mar 7, 2020",2
Australia,AUS,"Mar 8, 2020",3
Australia,AUS,"Mar 9, 2020",3
Australia,AUS,"Mar 10, 2020",3
Australia,AUS,"Mar 11, 2020",3
Australia,AUS,"Mar 12, 2020",3
Australia,AUS,"Mar 13, 2020",3
Australia,AUS,"Mar 14, 2020",3
Australia,AUS,"Mar 15, 2020",3
Australia,AUS,"Mar 16, 2020",5
Australia,AUS,"Mar 17, 2020",5
Australia,AUS,"Mar 18, 2020",5
Australia,AUS,"Mar 19, 2020",6
Australia,AUS,"Mar 20, 2020",6
Australia,AUS,"Mar 21, 2020",7
Australia,AUS,"Mar 22, 2020",7
Australia,AUS,"Mar 23, 2020",7
Australia,AUS,"Mar 24, 2020",7
Australia,AUS,"Mar 25, 2020",8
Australia,AUS,"Mar 26, 2020",11
Australia,AUS,"Mar 27, 2020",13
Australia,AUS,"Mar 28, 2020",13
Australia,AUS,"Mar 29, 2020",14
Australia,AUS,"Mar 30, 2020",16
Australia,AUS,"Mar 31, 2020",19
Australia,AUS,"Apr 1, 2020",20
Australia,AUS,"Apr 2, 2020",21
Australia,AUS,"Apr 3, 2020",23
Australia,AUS,"Apr 4, 2020",30
Australia,AUS,"Apr 5, 2020",34
Australia,AUS,"Apr 6, 2020",36
Australia,AUS,"Apr 7, 2020",42
Australia,AUS,"Apr 8, 2020",45
Australia,AUS,"Apr 9, 2020",50
Australia,AUS,"Apr 10, 2020",52
Australia,AUS,"Apr 11, 2020",54
Australia,AUS,"Apr 12, 2020",57
Australia,AUS,"Apr 13, 2020",61
Australia,AUS,"Apr 14, 2020",61
Australia,AUS,"Apr 15, 2020",61
Australia,AUS,"Apr 16, 2020",63
Australia,AUS,"Apr 17, 2020",63
Australia,AUS,"Apr 18, 2020",67
Australia,AUS,"Apr 19, 2020",69
Australia,AUS,"Apr 20, 2020",70
Australia,AUS,"Apr 21, 2020",71
Australia,AUS,"Apr 22, 2020",74
Australia,AUS,"Apr 23, 2020",74
Australia,AUS,"Apr 24, 2020",75
Australia,AUS,"Apr 25, 2020",79
Australia,AUS,"Apr 26, 2020",81
Australia,AUS,"Apr 27, 2020",83
Australia,AUS,"Apr 28, 2020",84
Austria,AUT,"Mar 13, 2020",1
Austria,AUT,"Mar 14, 2020",1
Austria,AUT,"Mar 15, 2020",1
Austria,AUT,"Mar 16, 2020",1
Austria,AUT,"Mar 17, 2020",3
Austria,AUT,"Mar 18, 2020",3
Austria,AUT,"Mar 19, 2020",4
Austria,AUT,"Mar 20, 2020",6
Austria,AUT,"Mar 21, 2020",6
Austria,AUT,"Mar 22, 2020",8
Austria,AUT,"Mar 23, 2020",16
Austria,AUT,"Mar 24, 2020",25
Austria,AUT,"Mar 25, 2020",30
Austria,AUT,"Mar 26, 2020",34
Austria,AUT,"Mar 27, 2020",52
Austria,AUT,"Mar 28, 2020",68
Austria,AUT,"Mar 29, 2020",68
Austria,AUT,"Mar 30, 2020",86
Austria,AUT,"Mar 31, 2020",108
Austria,AUT,"Apr 1, 2020",128
Austria,AUT,"Apr 2, 2020",146
Austria,AUT,"Apr 3, 2020",158
Austria,AUT,"Apr 4, 2020",168
Austria,AUT,"Apr 5, 2020",186
Austria,AUT,"Apr 6, 2020",204
Austria,AUT,"Apr 7, 2020",220
Austria,AUT,"Apr 8, 2020",243
Austria,AUT,"Apr 9, 2020",273
Austria,AUT,"Apr 10, 2020",295
Austria,AUT,"Apr 11, 2020",319
Austria,AUT,"Apr 12, 2020",337
Austria,AUT,"Apr 13, 2020",350
Austria,AUT,"Apr 14, 2020",368
Austria,AUT,"Apr 15, 2020",384
Austria,AUT,"Apr 16, 2020",393
Austria,AUT,"Apr 17, 2020",410
Austria,AUT,"Apr 18, 2020",431
Austria,AUT,"Apr 19, 2020",443
Austria,AUT,"Apr 20, 2020",452
Austria,AUT,"Apr 21, 2020",462
Austria,AUT,"Apr 22, 2020",463
Austria,AUT,"Apr 23, 2020",494
Austria,AUT,"Apr 24, 2020",508
Austria,AUT,"Apr 25, 2020",513
